   3.1976037e-03  -1.5309750e-03   4.2286966e-04   2.7145315e-04  -7.7929866e-04   7.5543332e-04  -1.5088700e-04  -4.0581721e-04   2.7623491e-04   4.4353077e-03  -1.8401641e-03   4.0089122e-04  -2.2952607e-03   3.0035877e-03  -3.2846118e-03   1.9650554e-03   8.0958395e-04  -1.4724327e-03  -8.6327225e-01   3.1179116e-01   3.8076281e-02  -4.2516956e-02   2.1490291e-01  -2.1360760e-01  -2.7710193e-02   2.5518777e-01  -1.4320332e-01
  -1.5309750e-03   9.2011657e-03  -1.7945380e-02   1.5292726e-02   9.2464727e-03  -2.4466229e-02   1.6304690e-02   1.9277699e-03  -5.0295610e-03  -2.5890193e-02   3.3961889e-02  -3.9916575e-03  -6.3923725e-02  -1.6817665e-02   1.4549280e-01  -1.5770384e-01   3.6895620e-02   3.7412180e-02   7.2606171e-01  -9.0992161e-01   3.5701801e-01  -7.8208220e-01  -6.3528563e-02   1.6971612e+00  -1.2018515e+00  -3.8847810e-01   7.2582808e-02
   4.2286966e-04  -1.7945380e-02   4.6312849e-02  -4.2014982e-02  -2.2292963e-02   6.2949659e-02  -4.2610927e-02  -4.5729992e-03   1.2982853e-02   6.6938411e-02  -6.9470337e-02   8.9762180e-03   1.7029111e-01   3.5971749e-02  -3.7938385e-01   4.1721507e-01  -1.0056923e-01  -9.7192242e-02  -9.8694632e-01  -1.5500702e-01  -5.3920867e-01   2.7668087e+00  -1.1604305e+00  -3.3669367e+00   2.7767571e+00   5.5210844e-01   1.3283578e-01
   2.7145315e-04   1.5292726e-02  -4.2014982e-02   4.4593264e-02   1.5970060e-02  -5.7063746e-02   4.1591483e-02   1.1454919e-03  -1.0725831e-02  -6.3267235e-02   6.2561926e-02   1.3415336e-03  -1.6645257e-01  -2.3902291e-02   3.5765070e-01  -4.0954244e-01   1.1446928e-01   8.2743442e-02   1.2409939e+00   3.7682579e-01  -5.8462031e-01  -3.3955254e+00   3.2986913e+00   1.3659602e+00  -2.2738205e+00   9.4695950e-01  -1.0885117e+00
  -7.7929866e-04   9.2464727e-03  -2.2292963e-02   1.5970060e-02   2.1664011e-02  -3.7840820e-02   1.8829353e-02   9.8546735e-03  -1.0571601e-02  -3.7684462e-02   3.7481904e-02  -5.4012860e-03  -8.0264420e-02  -3.0945238e-02   1.9587990e-01  -1.9289183e-01   1.5079152e-02   7.2632934e-02  -1.8759589e-01   1.1480333e+00  -1.9687715e-01  -1.1844092e+00  -2.3181948e+00   4.4694087e+00  -1.3117892e+00  -3.4155528e+00   1.8378801e+00
   7.5543332e-04  -2.4466229e-02   6.2949659e-02  -5.7063746e-02  -3.7840820e-02   9.7639623e-02  -6.2557813e-02  -1.0634083e-02   2.1426087e-02   1.0124730e-01  -1.0494595e-01   1.0513402e-02   2.4411309e-01   6.1426456e-02  -5.5553669e-01   6.0642203e-01  -1.3504111e-01  -1.5321106e-01  -1.0974084e+00  -1.4252054e+00   1.1506227e+00   3.0249998e+00  -2.9727724e-01  -6.8844685e+00   3.8923533e+00   2.8667061e+00  -9.6596048e-01
  -1.5088700e-04   1.6304690e-02  -4.2610927e-02   4.1591483e-02   1.8829353e-02  -6.2557813e-02   5.0021060e-02  -3.6131057e-03  -9.6399944e-03  -6.7396613e-02   7.5675412e-02  -1.0569649e-02  -1.6966626e-01  -3.1736181e-02   3.8852926e-01  -4.4509112e-01   1.3821673e-01   7.5535432e-02   1.4003738e+00   9.5799892e-02  -1.1051481e+00  -7.6870621e-01   1.6316961e+00   1.9122855e+00  -3.5177711e+00   2.1777646e+00  -1.6765926e+00
  -4.0581721e-04   1.9277699e-03  -4.5729992e-03   1.1454919e-03   9.8546735e-03  -1.0634083e-02  -3.6131057e-03   1.6650831e-02  -9.4878028e-03  -9.5235057e-03   1.0155062e-03   6.1491039e-03  -1.8273559e-02  -1.6045239e-02   3.0616034e-02   3.9056226e-03  -5.4407524e-02   5.1076415e-02  -6.7634722e-01   1.2679075e+00   1.2390849e-01  -1.9433434e+00  -8.7238715e-01   3.2147500e+00   1.8041397e-01  -6.2610128e+00   3.6966924e+00
   2.7623491e-04  -5.0295610e-03   1.2982853e-02  -1.0725831e-02  -1.0571601e-02   2.1426087e-02  -9.6399944e-03  -9.4878028e-03   9.5190767e-03   2.2234748e-02  -1.8274217e-02  -1.9469911e-03   5.2820501e-02   1.7100461e-02  -1.1187501e-01   1.0279446e-01   5.7391838e-03  -5.0278872e-02   9.5355271e-02  -8.8271605e-01   2.4406203e-01   1.4863300e+00  -5.9615943e-02  -2.3270791e+00   7.9321586e-01   3.2743600e+00  -2.6402365e+00
   4.4353077e-03  -2.5890193e-02   6.6938411e-02  -6.3267235e-02  -3.7684462e-02   1.0124730e-01  -6.7396613e-02  -9.5235057e-03   2.2234748e-02   3.3605700e-01  -2.0753764e-01  -8.7799573e-03   3.1661261e-01   6.0118133e-02  -6.2279864e-01   6.6718748e-01  -1.4667653e-01  -1.6659946e-01  -1.1165602e+01   2.2471116e+00   4.3189822e+00   1.1734422e+00  -3.1518453e+00  -3.8212600e+00   4.3638026e+00   8.0399719e-01   6.7631049e-02
  -1.8401641e-03   3.3961889e-02  -6.9470337e-02   6.2561926e-02   3.7481904e-02  -1.0494595e-01   7.5675412e-02   1.0155062e-03  -1.8274217e-02  -2.0753764e-01   3.2656035e-01  -1.1220483e-01  -2.8475074e-01  -4.5024541e-02   6.2821633e-01  -6.9796213e-01   1.8411856e-01   1.4693490e-01   6.4542599e+00  -1.0254153e+01   9.7884950e-01   1.2837216e+00  -8.9121653e-01   6.0554790e+00  -6.7461124e+00   2.4774508e+00  -2.0650610e+00
   4.0089122e-04  -3.9916575e-03   8.9762180e-03   1.3415336e-03  -5.4012860e-03   1.0513402e-02  -1.0569649e-02   6.1491039e-03  -1.9469911e-03  -8.7799573e-03  -1.1220483e-01   2.7822453e-01  -1.2537336e-01  -3.1064571e-02  -1.3328549e-02   5.6355328e-02  -3.9779323e-02   7.2029654e-03   7.1385601e-01   4.2086947e+00  -1.1714276e+01   1.4822851e+00   5.2000225e+00  -3.2621625e+00   1.3054940e+00  -2.0936779e+00   1.7224746e+00
  -2.2952607e-03  -6.3923725e-02   1.7029111e-01  -1.6645257e-01  -8.0264420e-02   2.4411309e-01  -1.6966626e-01  -1.8273559e-02   5.2820501e-02   3.1661261e-01  -2.8475074e-01  -1.2537336e-01   1.0961736e+00   1.2926575e-02  -1.5519078e+00   1.6634784e+00  -3.5870947e-01  -4.1815866e-01  -6.2330701e+00  -1.8926876e+00   9.7211428e+00  -3.0761788e+00  -1.0205169e+01  -5.1907284e+00   1.4887082e+01  -5.6041841e+00   3.7626527e+00
   3.0035877e-03  -1.6817665e-02   3.5971749e-02  -2.3902291e-02  -3.0945238e-02   6.1426456e-02  -3.1736181e-02  -1.6045239e-02   1.7100461e-02   6.0118133e-02  -4.5024541e-02  -3.1064571e-02   1.2926575e-02   4.1705081e-01  -4.3780995e-01   3.1539493e-01  -3.0973118e-02  -9.8760243e-02   7.1538003e-01  -2.4522267e+00   1.6465475e+00   3.9744035e+00  -5.9357860e+00  -6.8917664e+00   1.8491211e+00   1.1723022e+01  -7.2698523e+00
  -3.2846118e-03   1.4549280e-01  -3.7938385e-01   3.5765070e-01   1.9587990e-01  -5.5553669e-01   3.8852926e-01   3.0616034e-02  -1.1187501e-01  -6.2279864e-01   6.2821633e-01  -1.3328549e-02  -1.5519078e+00  -4.3780995e-01   3.5808504e+00  -3.7923242e+00   8.8998387e-01   8.7340089e-01   9.3663259e+00   7.5203807e+00  -1.1307581e+01  -1.4741709e+01   1.6312429e+01   1.8208272e+01  -2.6981260e+01   2.7268576e+00  -4.6663836e+00
   1.9650554e-03  -1.5770384e-01   4.1721507e-01  -4.0954244e-01  -1.9289183e-01   6.0642203e-01  -4.4509112e-01   3.9056226e-03   1.0279446e-01   6.6718748e-01  -6.9796213e-01   5.6355328e-02   1.6634784e+00   3.1539493e-01  -3.7923242e+00   4.4234931e+00  -1.2989610e+00  -8.3074630e-01  -1.2227233e+01  -5.5243357e+00   1.1626353e+01   1.6277488e+01  -1.6938464e+01  -2.3690347e+01   2.3301934e+01  -1.1746133e+01   1.4380200e+01
   8.0958395e-04   3.6895620e-02  -1.0056923e-01   1.1446928e-01   1.5079152e-02  -1.3504111e-01   1.3821673e-01  -5.4407524e-02   5.7391838e-03  -1.4667653e-01   1.8411856e-01  -3.9779323e-02  -3.5870947e-01  -3.0973118e-02   8.8998387e-01  -1.2989610e+00   8.4462649e-01  -8.4835904e-02   6.0196589e+00  -3.1563168e+00  -3.2482420e+00   7.1547194e-01   5.6099914e+00   2.7480622e+00  -6.7967220e+00   9.1074896e+00  -1.0425971e+01
