0.31	6.29	   0.13935607999999999 
0.31	1.155E4	   695.02105398218771
0.36	7.09	   0.15840010800000001
0.36	1.181E4	   503.47610066243976 
0.4	7.7	   0.15510760000000001
0.4	1.212E4	   299.16429744199877
0.44	8.2	   0.12581281799999999
0.44	1.253E4	   267.30770614649504 
0.48	8.64	   0.11204335999999999
0.48	1.297E4	   303.28907700304455 
0.52	8.9	   0.12458013999999999  
0.52	1.394E4	   393.73424397331985
0.56	9.16	   0.14461309200000000
0.56	1.379E4	   344.83995198243241 
0.59	9.45	   0.17195076000000001 
0.59	1.455E4	   467.16510497594760
0.64	9.62	   0.21624738899999998
0.64	1.46E4	   438.38970061185682
